Colaborador,Suggestion ID,Productora,Correction ID,Product ID,Ver PDP,Dominio,Sección,Acción,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Código esperado,Código respondido,Coincide código,Comentario colaborador,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor
JOAVGUST,Netkel-BAI,Netkel,952508475,MLA22658653,https://www.mercadolibre.com.ar/p/MLA22658653,INK_CARTRIDGES,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_683920-MLA99956862795_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_831959-MLA99956902073_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_769117-MLA99956921615_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_880132-MLA99957205897_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_780247-MLA98163682406_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_672597-MLA98636107087_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_793532-MLA98636136981_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_922002-MLA98636276039_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_646218-MLA98163878514_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_608940-MLA98163682536_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_822171-MLA98163829922_112025-F.jpg,https://http2.mlstatic.com/D_NQ_NP_880132-MLA99957205897_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_683920-MLA99956862795_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_831959-MLA99956902073_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_769117-MLA99956921615_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_780247-MLA98163682406_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_672597-MLA98636107087_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_793532-MLA98636136981_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_922002-MLA98636276039_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_646218-MLA98163878514_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_608940-MLA98163682536_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_822171-MLA98163829922_112025-F.jpg,,RECHAZO,RECHAZO,SÍ,E-FI,E-FI,SÍ,,15/05/2026 10:33:17,,,,
AGFASSON,Netkel-AXF,Netkel,311394879,MLA30998654,https://www.mercadolibre.com.ar/p/MLA30998654,DRAWERS_AND_STORAGE_DRAWERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_730126-MLA109386056372_042026-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:33:22,,,,
AGFASSON,Netkel-AXF,Netkel,311394880,MLA30998654,https://www.mercadolibre.com.ar/p/MLA30998654,DRAWERS_AND_STORAGE_DRAWERS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_758800-MLA96422423752_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:33:22,,,,
AGFASSON,Netkel-AXF,Netkel,772361258,MLA30998654,https://www.mercadolibre.com.ar/p/MLA30998654,DRAWERS_AND_STORAGE_DRAWERS,attribute,UPDATE,INCLUDES_ASSEMBLY_ACCESSORIES,"Instructivo de armado, Bolsa de herrajes","Instructivo de armado,",,RECHAZO,APROBACION,NO,E-REL,,NO,,15/05/2026 10:33:22,OK,NOT OK,,ext_joatenci
FLTANGOR,Netkel-APU,Netkel,920798622,MLA24151750,https://www.mercadolibre.com.ar/p/MLA24151750,ANILINE_DYES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_998042-MLA99604307686_122025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,No se acepta la imagen dado que se repite. Solo se aprueba la descripción que aporta valor,15/05/2026 10:33:47,,,,
FLTANGOR,Netkel-APU,Netkel,920798623,MLA24151750,https://www.mercadolibre.com.ar/p/MLA24151750,ANILINE_DYES,attribute,UPDATE,PRODUCT_CONSERVATION,Temperatura ambiente,Temperatura,,RECHAZO,RECHAZO,SÍ,E-REL,E-REL,SÍ,No se acepta la imagen dado que se repite. Solo se aprueba la descripción que aporta valor,15/05/2026 10:33:47,,,,
FLTANGOR,Netkel-APU,Netkel,920798625,MLA24151750,https://www.mercadolibre.com.ar/p/MLA24151750,ANILINE_DYES,main_features,ADD,,,"Disponible en Pardo Claro, Gris perla, Oro amarillo, Púrpura y Gris oscuro",,RECHAZO,APROBACION,NO,E-MUL,,NO,No se acepta la imagen dado que se repite. Solo se aprueba la descripción que aporta valor,15/05/2026 10:33:47,OK,NOT OK,,ext_joatenci
FLAGUSTI,Netkel-AFS,Netkel,346709900,MLA28824238,https://www.mercadolibre.com.ar/p/MLA28824238,BOOKCASES,image,ADD,,,,https://drive.google.com/file/d/1NA6yvV189obD8QMNOhagdNOsnvbDcQla/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:33:58,,,,
FLAGUSTI,Netkel-AFS,Netkel,346709901,MLA28824238,https://www.mercadolibre.com.ar/p/MLA28824238,BOOKCASES,attribute,UPDATE,STRUCTURE_MATERIAL,Melamina de alta resistencia,Melamina de alta,,RECHAZO,RECHAZO,SÍ,E-REL,E-REL,SÍ,,15/05/2026 10:33:58,,,,
JOAVGUST,Netkel-BAC,Netkel,922848498,MLA51093866,https://www.mercadolibre.com.ar/p/MLA51093866,ORTHOPEDIC_CANES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_750556-MLA95913980123_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-NCP,NO,,15/05/2026 10:34:05,NOT OK,OK,En imagen tenemos al menos 3 pks que se pueden inferir por lo que se puede aplicar el 1er lineamiento,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
ELGRAMUG,Netkel-ATH,Netkel,415210792,MLA24775249,https://www.mercadolibre.com.ar/p/MLA24775249,BOOKS,attribute,UPDATE,BOOK_COVER,Blanda,Acolchada,,RECHAZO,RECHAZO,SÍ,E-NCP,E-COH,NO,,15/05/2026 10:34:07,OK,NOT OK,,ext_joatenci
ELGRAMUG,Netkel-ATH,Netkel,415210793,MLA24775249,https://www.mercadolibre.com.ar/p/MLA24775249,BOOKS,attribute,UPDATE,PUBLICATION_YEAR,2021,2023,,RECHAZO,RECHAZO,SÍ,E-NCP,E-REL,NO,,15/05/2026 10:34:07,OK,NOT OK,,ext_joatenci
ELGRAMUG,Netkel-ATH,Netkel,415210794,MLA24775249,https://www.mercadolibre.com.ar/p/MLA24775249,BOOKS,title,UPDATE,,"Terra Alta, De Javier Cercas. Editorial Planeta, Tapa Blanda En Español, 2021","Terra Alta, De Javier Cercas. Editorial Planeta, Tapa Acolchada En Español, 2023",,RECHAZO,RECHAZO,SÍ,E-NCP,E-REL,NO,,15/05/2026 10:34:08,OK,NOT OK,,ext_joatenci
OLA,Netkel-ATB,Netkel,104648146,MLA67769513,https://www.mercadolibre.com.ar/p/MLA67769513,BOOKS,image,ADD,,,,https://drive.google.com/file/d/1MM7Oooy03MVDz0SjkYQxb59HIu-PQ7fn/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:34:10,,,,
OLA,Netkel-ATB,Netkel,104648147,MLA67769513,https://www.mercadolibre.com.ar/p/MLA67769513,BOOKS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_956472-MLA110248862741_042026-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:34:11,,,,
OLA,Netkel-ATB,Netkel,104648148,MLA67769513,https://www.mercadolibre.com.ar/p/MLA67769513,BOOKS,title,UPDATE,,Las Ciudades Más Hermosas Del Mundo - Un Libro Para Colorear,Las Ziudades Más Hermosas Del Mundo - Un Libro Para Colorear,,RECHAZO,RECHAZO,SÍ,E-ORT,E-ORT,SÍ,,15/05/2026 10:34:11,,,,
OLA,Netkel-ATB,Netkel,104648149,MLA67769513,https://www.mercadolibre.com.ar/p/MLA67769513,BOOKS,attribute,ADD,BOOK_VERSION,,Verzion para colorear,,RECHAZO,RECHAZO,SÍ,E-ORT,E-ORT,SÍ,,15/05/2026 10:34:11,,,,
ESGUADAL,Netkel-BIM,Netkel,606924290,MLA19129438,https://www.mercadolibre.com.ar/p/MLA19129438,FACIAL_SKIN_CARE_PRODUCTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_794481-MLA99498253234_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:34:23,,,,
HERNFLOR,Netkel-ARO,Netkel,219302664,MLA53668604,https://www.mercadolibre.com.ar/p/MLA53668604,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,attribute,UPDATE,UNIT_VOLUME,1 L,10 L,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,Id 27806560,15/05/2026 10:34:25,,,,
HERNFLOR,Netkel-ARO,Netkel,219302665,MLA53668604,https://www.mercadolibre.com.ar/p/MLA53668604,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_977014-MLA105987991427_012026-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,Id 27806560,15/05/2026 10:34:25,,,,
HERNFLOR,Netkel-ARO,Netkel,219302666,MLA53668604,https://www.mercadolibre.com.ar/p/MLA53668604,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_756056-MLA105391476888_012026-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,Id 27806560,15/05/2026 10:34:25,,,,
HERNFLOR,Netkel-ARO,Netkel,219302667,MLA53668604,https://www.mercadolibre.com.ar/p/MLA53668604,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,title,UPDATE,,Pintura Latex Pro Interior Exterior X 1 Lt Casablanca - Mm Acabado Mate Color Blanco,Pintura Latex Pro Interior Exterior X 10 Lt Casablanca - Mm Acabado Mate Color Blanco,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,Id 27806560,15/05/2026 10:34:26,,,,
HERNFLOR,Netkel-ARO,Netkel,219302668,MLA53668604,https://www.mercadolibre.com.ar/p/MLA53668604,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,description,UPDATE,,"LÁTEX CASABLANCA PRO INTERIOR / EXTERIOR 1 LITRO

Es un recubrimiento látex acrílico de excelente poder cubritivo, lavable y antihongo, recomendado para proteger y decorar ambientes interiores y exteriores.  
Desarrollado con materias primas de alta tecnología, que otorgan gran durabilidad y resistencia.

Acabado: Mate.

Aplicación: Revoque, mampostería, ladrillo y cemento.

Importante: Para obtenerse lo máximo de la calidad de los productos Casablanca se hace necesario una buena preparación de la superficie a aplicarse.","LÁTEX CASABLANCA PRO INTERIOR / EXTERIOR 10 LITROS

Es un recubrimiento látex acrílico de excelente poder cubritivo, lavable y antihongo, recomendado para proteger y decorar ambientes interiores y exteriores. Desarrollado con materias primas de alta tecnología, que otorgan gran durabilidad y resistencia.

Acabado: Mate.

Aplicación: Revoque, mampostería, ladrillo y cemento.",,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,Id 27806560,15/05/2026 10:34:26,,,,
IGJEREZ,Netkel-AWH,Netkel,668160943,MLA28644307,https://www.mercadolibre.com.ar/p/MLA28644307,SPORT_AND_BAZAAR_BOTTLES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_605684-MLA94119128985_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:34:36,,,,
AGFASSON,Netkel-AXQ,Netkel,464876250,MLA27233978,https://www.mercadolibre.com.ar/p/MLA27233978,ELECTRIC_GUN_GLUE_STICKS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_794031-MLA99597186874_122025-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,15/05/2026 10:34:39,NOT OK,OK,El aprobado se encuentra correcto ya que no hacia parte de la pdp,ext_mamincz
JOAVGUST,Netkel-BAK,Netkel,520222518,MLA23996298,https://www.mercadolibre.com.ar/p/MLA23996298,SNEAKERS,image,ADD,,,,https://drive.google.com/file/d/1Uz-1FknTNTM8KI1chSnhtNIOl0S8pO3m/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:34:45,,,,
JOAVGUST,Netkel-BAK,Netkel,520222519,MLA23996298,https://www.mercadolibre.com.ar/p/MLA23996298,SNEAKERS,description,UPDATE,,"Topper se destaca en el mercado por ofrecer productos de calidad, confort y diseño que unen moda y deporte. Acerca tendencias y busca que las personas puedan verse y sentirse bien dentro y fuera del campo de juego.  

Zapatillas de cuero sintético
Este tipo de material hace que sean más duraderas. El cuero sintético resiste el agua, funcionado como aislante para que el pie no se moje. Son fáciles de lavar y mantener, ideales para cualquier situación, asegurando comodidad y estilo. 

Suela de goma 
Las zapatillas fabricadas con suela de goma tienen mayor resistencia al desgaste, son naturalmente impermeables y flexibles, y además extienden la estabilidad de la contracción.","Topper se destaca en el mercado por ofrecer productos de calidad, confort y diseño que unen moda y deporte. Acerca tendencias y busca que las personas puedan verse y sentirse bien dentro y fuera del campo de juego.

Zapatillas de cuero sintético
Este tipo de material hace que sean más duraderas. El cuero sintético resiste el agua, funcionando como aislante para que el pie no se moje. Son fáciles de lavar y mantener, ideales para cualquier situación, asegurando comodidad y estilo.

Suela de goma
Las zapatillas fabricadas con suela de goma tienen mayor resistencia al desgaste, son naturalmente impermeables y flexibles, y además extienden la estabilidad de la contracción.

Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:34:45,,,,
JOAVGUST,Netkel-BAK,Netkel,952508474,MLA23996298,https://www.mercadolibre.com.ar/p/MLA23996298,SNEAKERS,main_features,ADD,,,"Disponible en Negro, Blanco o Rosa - Talle 20, 21 y 29",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:34:45,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212122,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,BRAND,Table's,Nórdika Casa,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:49,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212123,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,LINE,Hogar,Urban Studio,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:50,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212124,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,MODEL,6426,PX-Delta 9,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:50,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212125,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,NIGHTSTAND_MATERIAL,Melamina,Bambú laminado,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:50,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212126,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,NIGHTSTAND_HEIGHT,63 cm,68 cm,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:50,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212127,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,NIGHTSTAND_WIDTH,52 cm,48 cm,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:50,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212128,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,NIGHTSTAND_DEPTH,36 cm,34 cm,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:50,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212129,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,attribute,UPDATE,COLOR,Nogal/Gris,Carbón/Roble claro,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:51,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212130,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,title,UPDATE,,Mesa De Luz Sistema Push Minimalista Moderna Correderas Meta,Mesa de luz sistema push minimalista moderna Nórdika Casa Urban Studio modelo PX-Delta 9 en bambú laminado color Carbón/Roble claro,,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:51,,,,
IGCUEVAS,Netkel-AUE,Netkel,924212131,MLA22803530,https://www.mercadolibre.com.ar/p/MLA22803530,NIGHTSTANDS,description,UPDATE,,"PRODUCTO: Mesa de Luz Tables 6426

- Material: Melamina de alta resistencia de 15 mm
- Medidas: Ancho 0.52 m - Alto 0.63 m - Profundidad 0,36 m
- Peso: 15 Kg.
- Sistema Minifix.
- Correderas Metálicas.
- Patas color aluminio anodizado.
- Sistema Push en cajón y puerta en todos los colores menos Everest, en este último sistema de apertura con manija.
- Medidas del mueble en caja: 0,54m x 0,37m x 0.135m - 15kg

PRODUCTO PARA ARMAR
- La mayoría de los muebles vienen en cajas cerradas para armar. En el interior de las cajas vienen las instrucciones de armado.","Mesa de luz Nórdika Casa de la línea Urban Studio, modelo PX-Delta 9, con sistema push y estética minimalista para dormitorios modernos. Fabricada en bambú laminado con terminación mate, ofrece un look cálido y resistente. Medidas: 68 cm de alto, 48 cm de ancho y 34 cm de profundidad, en color Carbón/Roble claro.",,RECHAZO,RECHAZO,SÍ,E-NCP,E-NCP,SÍ,,15/05/2026 10:34:51,,,,
MIBRIZUE,Netkel-AFI,Netkel,178151583,MLA20601284,https://www.mercadolibre.com.ar/p/MLA20601284,SANDER_MACHINES,image,ADD,,,,https://drive.google.com/file/d/1bRX54DNRNstmmK3cwCuiCX5snBq03KkM/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:35:05,,,,
MIBRIZUE,Netkel-AFI,Netkel,178151584,MLA20601284,https://www.mercadolibre.com.ar/p/MLA20601284,SANDER_MACHINES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_966927-MLA99461762754_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:35:05,,,,
MIBRIZUE,Netkel-AFI,Netkel,178151587,MLA20601284,https://www.mercadolibre.com.ar/p/MLA20601284,SANDER_MACHINES,description,UPDATE,,"Lijadora Orbital 90mmx187mm (1/3 de lija)  
Marca: GLADIATOR PRO  
Potencia: 180Watts  
Oscilaciones por minuto: 11.000  
Peso: 1.4Kg  

Incluye:  
1 adaptador para extracción de polvo  
1 lija  

La Lijadora Orbital GLADIATOR PRO es una herramienta versátil y potente, ideal para trabajar en diversas superficies como madera, metal, pintura y plástico. Con un diseño ergonómico y empuñadura antideslizante, proporciona un manejo cómodo y seguro. Su placa lijadora de 18.7 cm de largo y 9 cm de ancho permite un lijado eficiente y preciso. Además, cuenta con un colector de polvo y un adaptador para extractor, lo que facilita la limpieza durante el trabajo. Con una velocidad máxima de 11.000 oscilaciones por minuto, esta lijadora asegura resultados profesionales en cada proyecto. Su peso ligero de 1.4 kg la hace fácil de manejar, convirtiéndola en una excelente opción para aficionados y profesionales.","Lijadora Orbital 90mmx187mm (1/3 de lija)  
Marca: GLADIATOR PRO  
Potencia: 180Watts  
Oscilaciones por minuto: 11.000  
Peso: 1.4Kg  

Incluye:  
1 adaptador para extracción de polvo  
1 lija  

La Lijadora Orbital GLADIATOR PRO es una herramienta versátil y potente, ideal para trabajar en diversas superficies como madera, metal, pintura y plástico. Con un diseño ergonómico y empuñadura antideslizante, proporciona un manejo cómodo y seguro. Su placa lijadora de 18.7 cm de largo y 9 cm de ancho permite un lijado eficiente y preciso. Además, funciona a 220V y cuenta con un colector de polvo y un adaptador para extractor, lo que facilita la limpieza durante el trabajo. Con una velocidad máxima de 11.000 oscilaciones por minuto, esta lijadora asegura resultados profesionales en cada proyecto. Su peso ligero de 1.4 kg la hace fácil de manejar, convirtiéndola en una excelente opción para aficionados y profesionales.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:35:07,,,,
OLA,Netkel-ASO,Netkel,102627099,MLA26989123,https://www.mercadolibre.com.ar/p/MLA26989123,SNEAKERS,image,ADD,,,,https://drive.google.com/file/d/1sbtYJncgqOuZHENb6kZKh8gygPBFfgsZ/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:35:09,,,,
OLA,Netkel-ASO,Netkel,102627100,MLA26989123,https://www.mercadolibre.com.ar/p/MLA26989123,SNEAKERS,attribute,UPDATE,FOOTWEAR_TECHNOLOGIES,Nike Air,Nike,,RECHAZO,RECHAZO,SÍ,E-REL,E-REL,SÍ,,15/05/2026 10:35:09,,,,
OLA,Netkel-ASO,Netkel,556130980,MLA26989123,https://www.mercadolibre.com.ar/p/MLA26989123,SNEAKERS,main_features,ADD,,,"Disponible en color negro - Talles 36.5, 42.5, 48, 50 y 55 EU",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:35:09,,,,
MASEINHA,Netkel-ANB,Netkel,777582117,MLA45472900,https://www.mercadolibre.com.ar/p/MLA45472900,SNEAKERS,attribute,UPDATE,SIZE,40 AR,36 AR,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,ID: 56018455,15/05/2026 10:35:19,,,,
MASEINHA,Netkel-ANB,Netkel,777582118,MLA45472900,https://www.mercadolibre.com.ar/p/MLA45472900,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_709780-MLA95962561565_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,ID: 56018455,15/05/2026 10:35:19,,,,
MASEINHA,Netkel-ANB,Netkel,777582119,MLA45472900,https://www.mercadolibre.com.ar/p/MLA45472900,SNEAKERS,title,UPDATE,,Zapatillas Unisex Adultos Con Plataforma John Foos,Zapatillas Unisex Adultos Con Plataforma John Foos Talle 36 AR,,RECHAZO,RECHAZO,SÍ,E-DUPA,E-DUPA,SÍ,ID: 56018455,15/05/2026 10:35:20,,,,
DAIPEREY,Netkel-BCH,Netkel,919743632,MLA24555340,https://www.mercadolibre.com.ar/p/MLA24555340,DJ_CONTROLLERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_856520-MLA100065272637_122025-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,15/05/2026 10:35:29,OK,NOT OK,,ext_joatenci
DAIPEREY,Netkel-BCH,Netkel,919743633,MLA24555340,https://www.mercadolibre.com.ar/p/MLA24555340,DJ_CONTROLLERS,title,UPDATE,,Controlador Dj Hercules Djcontrol Inpulse 500 Color Negro,Hercules DJControl Inpulse 500 DJ Controller Black,,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:35:30,,,,
DAIPEREY,Netkel-BCH,Netkel,919743634,MLA24555340,https://www.mercadolibre.com.ar/p/MLA24555340,DJ_CONTROLLERS,description,UPDATE,,"Controlador DJ Hercules DJ Inpulse 500

- Salida maestra (altavoces): 2 x jack de 6,35 mm + 2 x RCA  
- Salida de auriculares: mini-jack estéreo de 3,5 mm + jack estéreo de 6,35 mm  
- Entrada auxiliar: 2 x RCA + mini-jack estéreo de 3,5 mm  
- Entrada de micrófono: jack equilibrado de 6,35 mm  
- Resolución de audio: 44,1 kHz / 24 bits  
- Play, Cue, Shift, Sync  
- 2 x 8 pads blandos con retroiluminación RGB  
- 8 pads x 8 modos (hot cue, loop, slicer ….)  
- Jogwheel con detección táctil (diámetro de jog wheels: 14 cm)  
- Bucle: In / Out + codificador de bucle  
- Modos: Vinyl (+ Slip y Quantize en DJUCED y en Serato DJ Pro)  
- Guías de Beatmatch","Hercules DJ Inpulse 500 DJ Controller

- Master output (speakers): 2 x 6.35 mm jack + 2 x RCA  
- Headphones output: 3.5 mm stereo mini-jack + 6.35 mm stereo jack  
- Auxiliary input: 2 x RCA + 3.5 mm stereo mini-jack  
- Microphone input: 6.35 mm balanced jack  
- Audio resolution: 44.1 kHz / 24-bit  
- Play, Cue, Shift, Sync  
- 2 x 8 soft pads with RGB backlighting  
- 8 pads x 8 modes (hot cue, loop, slicer ….)  
- Jogwheel with touch detection (jog wheels diameter: 14 cm)  
- Loop: In / Out + loop encoder  
- Modes: Vinyl (+ Slip and Quantize in DJUCED and in Serato DJ Pro)  
- Beatmatch guides",,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:35:30,,,,
